"","text"
"2273","received them in good condition"
"2274","very durable and stretchy non slip is really good for workouts "
"2275","place order and received within  days include a sg public holiday where the postman is not working which is considered very fast delivery i am very happy with the resistance band great texture elasticity is jus nice for beginners to intermediate level the colour is purple  nice band width  al"
"2276","item came in perfect condition material is prerty good quality and definitely more than worth it for this price range  love it update cant express how much i love this product after using it in my workout "
"2277","products took  week to arrive which is pretty decent since   shipped from overseas the bands however has a different stretch the purple band is tighter than the cyan one"
"2278","fast delivery "
"2279","quality very good but too tight  i find it too tight to move my legs and arms it is not that elastic enough‚"
"2280","delivery came much earlier than expected the band is a lot wider than it seems and the quality is good"
"2281","items were well packaged and of very good quality i am very impressed and excited to try them out  "
"2282","super good quality honestly very very satisfied w the item would recommend"
"2283","received in good condition and   much better than normal band really like it delivery took sometime but still acceptable"
"2284","received in good condition and resistance is good n strong"
"2285","items received in around  weeks blue in m was sold out but pink is pretty too tried the bands and they work very well"
"2286","came well wrapped and though thickness of mat is just nice for me   "
"2287","fast delivery and quite a good quality‚"
"2288","the band is too tight i bought m and i have to use my whole body force to even stretch it out a little bit "
"2289","item is in good condition very high resistance band may not be very suitable for beginners"
"2290","gd quality  fast delivery nice pink colour"
"2291","fast delivery ty "
"2292","true to image nonslippery and good material defo worth the price "
"2293","item as per picture quality is pretty good as well thanks for the card"
"2294","delivery takes awhile but still good the material and quality seems good good feel i think its quite worth it "
"2295","quality looks good and item received within a week"
"2296","decent quality but doesnt stretch as well this means i cant use it for most exercises  "
"2297","product received well packaged and colour is really pretty and exact to the picture band is more resistant than i expected "
"2298","not bad tried it and it works perfectly good amazing thankyou "
"2299","this time round delivery took forever other than that seller is nice to respond and explain just that maybe seller could explain earlier so that i wouldn‚t be waiting unnecessarily as i‚m ok to change colour"
"2300","item well received via normal mail useful and nice color bands good for workout that can be done at home thanks"
"2301","great quality just from my first impression"
"2302","love the quality it doesnt feel cheap "
"2303","item came after a while but product looks pretty legit thank you so much "
"2304","product quality better than expected shipping is quite fast considering current situation  "
"2305","new batch are from different brand  and colours aren‚t pastel anymore  a few of them came without packaging hopefully it will restock again  "
"2306","nice drun"
"2307","i got this in size l and it feels just right not too tight suitable to use for training"
"2308","delivery took a while bought the wrong size i think although i based it from the weight chart but its too big for me i just appreciate the letter from the seller quality looks ok "
"2309","good quality "
"2310","received in good condition shipping was ok considering covid thanks‚"
"2311","product true to picture and the material seems good cant wait to try it"
"2312","received in great condition "
"2313","band is thick and good quality but has a weird smell so have to wash it before using "
"2314","havent tried it yet but material seems good hopefully it is durable as well "
"2315","received in good condition a size smaller would be better to have more resistance and tension for exercise"
"2316","the bands are really good quality and the seller is super nice they messaged me to lmk one of the colours was out of stock and allowed me to change "
"2317","there‚s a smell but the resistance is good   thick and strong "
"2318","item is same as picture shown good material took  weeks to reach me but no issues will try out and hope it works"
"2319","product received in good condition the elasticity is just nice great for beginnerintermediate hip exercises  "
"2320","colours are really pretty and of course they work really well seller is very nice and quick to send out another one because it got lost the first time thank youuuu "
"2321","product was secured tightly in a packaging and it does not ride up when doing exercise highly recommend "
"2322","very good‚"
"2323","  great "
"2324","delivery time was fast the measurement was exact happy with the item thank you‚"
"2325","well received item is sturdy yet to try out hope it works"
"2326","quite thick material good for strengthening‚"
"2327","item received in good condition in  days good quality for price recommended"
"2328","good quality good resistance strength "
"2329","really good quality bands with a nice firm resistance highly recommend "
"2330","looks ok same as pic"
"2331","yet to try but quality looks good"
"2332","items received in good condition"
"2333","received items after  working days color is accurate have not try yet thanks for the small gift "
"2334","thank you for this one is very nice and fast delivery "
"2335","product received today yet to try"
"2336","gives nice amount the resistance for workout will repurchase"
"2337","nice product"
"2338"," nd purchased"
"2339","quite good quality and sturdy hope it will be a good supplement to my workout‚"
"2340","impressive very fast delivery "
"2341","delivery took  days items true to photos and quality is good thanks"
"2342","value for money doesn‚t slip when using it"
"2343","got the medium size but i think i should have gotten l the resistance is good though  just a comment that the item has a very strong chemical scent when you first open it"
"2344","couldn‚t get the light blue colour i wanted but v strong resistance "
"2345","material feels good works well will definitely purchase again‚"
"2346","good stretch and non slip band"
"2347","just receive the items ordered one m and one xl the material is good and tight like the colour too excited to try it soon‚"
"2348","very good quality for this price cant wait to use it "
"2349","really good product really does create the resistance needed with strength training the band itself is of good quality grips pretty well and suitable for me i love that it came in so many colours as well"
"2350","good quality for the price‚"
"2351","great buy love it has good resistance and thick so won‚t curl up and delivery didn‚t take so long also recommended edit tried working out with this today great resistance and awesome quality no regrets"
"2352","love the pink bend good material "
"2353","received in good condition and good packaging  looks good "
"2354","received item without any defect thank you is much and jesus loves you "
"2355","order came on time  packed well and professionally definitely would purchase again if necessary"
"2356","well received looks very sturdy very satisfied with the purchase‚"
"2357","item same as pictured very good use and total loving it  great product "
"2358","repurchased got a slight discount thanks to seller delivery took about a week this time much faster pleasant transaction ‚"
"2359","got this in xl as i am plus sized although i think an l would‚ve been better for me it has relatively good resistance"
"2360","order came surprisingly fast given the situation its in good quality thank you "
"2361","good quality value for money inside has rubber layer for resistance‚"
"2362","item well received true to photo and works really well"
"2363","item received in good condition colour is more towards green than cyan some loose threads but feels sturdy tested it out  resistance level is high may not be suitable for beginners"
"2364","product quality is good seller is responsive but i resistance is too tight for me feels like  kg"
"2365","really good quality‚"
"2366","quality product will try out today delivery via singpost‚"
"2367","thanks for fast delivery ‚"
"2368","the quality of the product is amazing especially for the price i tried it out briefly and it does provide a good resistance given that this is from china and the covid situation i think the delivery time was okay highly recommended thanks seller‚"
"2369","item well packed and received good quality recommended‚"
"2370","very effective in my leg workout fast shipping considering the circuit breaker "
"2371","good material for the price came in a nice packaging too thanks"
"2372","item received good condition"
"2373","item received in good condition and exact to pic as well"
"2374","good material its a good buy"
"2375","very good quality"
"2376","yet to use hope   works delivery consider fast despite this period nice purple‚"
"2377","good buy"
"2378","good quality and love the colour"
"2379","great quality"
"2380","provides a good amount of resistance has antislip rubber inside as well"
"2381","great buy would recommend shipping took about  weeks but understandable due to covid situation‚"
"2382","great material"
"2383","received item in good quality and well packaged will purchase again"
"2384","item came in good condition well packaged and smooth delivery"
"2385","received  yet to try but can feel its strong and tight fast delivery "
"2386","received with thanks band is thicker than i thought and elasticity is strong"
"2387","received in great condition seems good quality was packaged well too"
"2388","great product for the cheap price delivery took quite a while due to covid seller was nice in replying my enquiries would purchase again ‚"
"2389","a little sad because the pink is more towards neon pink instead of pale pink  delivery took about  wks but understandable due to current situation overall okay‚"
"2390","looks good"
"2391","so tightly as my expected ‚aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
"2392","good quality product worth the price as well and product came relatively quickly given the current covid situation overall v satisfied "
"2393","super good quality  my sis reli likes it thanks"
"2394","material is good very worth the price delivery also on time very thoughtful message card inside to thank you for the purchase will purchase from same seller again thank you "
"2395","wellreceived in proper packaging product looks to be of good and thick material will try it out soon"
"2396","very useful and high quality band with good resistancy and has an inner rubber grip for anti slip loving it so much and helps out better in my exercises at home during circuit breaker bought  sizes with xl and l for my husband and myself "
"2397","quite good very useful in workouts "
"2398","everything is good will buy again next time"
"2399","the quality looks good but have yet to use it for my workout"
"2400","prompt and fast delivery‚"
"2401","great quality with reasonable prices time to workout Ô‚‚Ô‚"
"2402","received in good condition"
"2403","good quality happy with purchase‚"
"2404","good quality  comes in nice ziplock packaging too‚"
"2405","received"
"2406","it is too tight"
"2407","pretty solid product given the price point thick and sturdy band that should be quite long lasting first time working with a thick band im not sure if theres diff resistance level but looks like i would get a good workout out of it pretty high resistance level should be good for glutes "
"2408","fast delivery nice and thick good for strengthening my legs "
"2409","the quality is really good for its price delivery is efficient despite the covid  situation"
"2410","  in amazing condition and very good packaging‚"
"2411","very good quality"
"2412","fast delivery and it was the correct order  item was in a  condition‚"
"2413","love it "
"2414","very good quality delivery arrived faster than expected"
"2415","received within a week of ordering "
"2416","stuff is of good quality highly recommended to all thanks "
"2417","good quality love it"
"2418","love the colour just tried it out for an exercise and boy it helped with the resistance defo will purchase again ‚"
"2419","similar to the photos looks good cant wait to test and try it out"
"2420","tetsed it quality is good only thing is the rubber smell is strong"
"2421","quality stuff at a reasonable price it stretches really well and is internally lined with rubber to prevent slipping great buy and i love the color  will purchase again"
"2422","slow delivery product is just so so good for beginner who wants to try new equipment‚"
"2423","good material"
"2424","  really good quality nuff said just get it"
"2425","fast delivery and the ring is useful for me‚"
"2426","seller originally sent out the wrong order but immediately messaged me and rectified it very pleasant exchange and interaction will give more stars if i could i really like the tpe mat thanks for the great service "
"2427","super happy with this mat pretty pink colour comes w  bands to secure the mat tgt and bag for me to put the mat in"
"2428","yes i love it so much i love the colour i love the texture tho there are some dents its thick and foamy i love a good purchase for the first yoga mat i have"
"2429","good quality as this is my second buy thick enough to absorb impact just that mat tend to slip when u doing big movements such as jumping and dancing so need to place the rough portion of the mat against the floor"
"2430","yoga mat of good quality love the size and the thickness thanks seller"
"2431","comfortable comes with the black bag to store the mat"
"2432","good quality worth the buy finally don‚t need an extra towel for me knees"
"2433","received fast in good condition with black carrier thank you"
"2434","like the pink quality looks good and   thick thanks seller"
"2435","overall material is quite good but i am disappointed about the thickness it is only mm although it did mention  to mm different but mine is mm lesser due to i have knee cap problem i wish to get mm thickness yoga mat i"
"2436","excellent product no defects thickness is exact as statedvery comfy "
"2437","strong and wide and thick very worth the money indeed thanks "
"2438","really pretty shade of pink  tried exercising on it once and so far so good"
"2439","true to size and picture  have used it for my exercise and yoga it does the job  no complains for a simple yoga mat  it is not slipproof so be careful the material can be quite slippery when wet give it a simple wipe after each usage to keep clean "
"2440","does not look as good as the picture online has some dents hope it can last thanks for the delivery "
"2441","good material thick but the bottom of the mat a bit slippery will move about"
"2442","well received thank you seller "
"2443","item came as described it is well packaged                 size is good and thickness is mm                             tried and slippery when wet need to put hand towel to break the slipperiness overall still serve the purpose as an exercise mat                   waiting time is acceptable"
"2444","came well packaged has its own bag for easy storage and carriage also came with  straps to help secure both ends of mat so can put into bag easily good buy "
"2445","have yet to lay out the mat flat but so far it looks promising good thickness seems quite lightweight cant fit the provided bag though cos its too big hahaha came in good package thanks seller"
"2446","well recieved  fast delivery nice colour quality feels great thick enough for proper support non slip too come with a storage bag happy with the purchase"
"2447","thick and definitely of good quality larger than the usual size providing very good support for the spine "
"2448","item was well received was good to have  bands and a carrier bag to hold and bring the mat around and love the thickness however the mat width was shorter than expected and it has an oily feel which makes the mat slippery "
"2449","good quality  pricing delivered in  weeks despite virus situation  "
"2450","thickness is ok have not try whether   anti slip delivery waiting  is ok got free bag overall happy w the purchase  "
"2451","the thickness is  mm not  mm as advertised i believe i‚m the third person to say this in a review it is relatively nonslip even on a ceramic tile floor  "
"2452","delivery not too long not as thick as advertised about mm only instead of mm but still fine"
"2453","bought on behalf for other purpose received in good order"
"2454","love the pink mat like that it comes with  elastic band to hold the mat and a bag too"
"2455","thick and suitable for home use as it will be bulky to bring out scratch with marks if not careful  very comfortable but it will move if do strenuous activities "
"2456","happy with the purchase definitely one of the lowest price here in shoppee and with good quality gambled on ordering the tpe type on one of my  purchase my roommate ordered nbr because mostly order the nbr but i am more satisfied with the quality of the tpe coz it feels more durable "
"2457","very happy with the packaging and quality its so thick and spongy cant wait to use it"
"2458","good quality its almost  times thicker than my old one very happy"
"2459","the mat came wellwrapped and is in good condition the color is accurate to picture and its quite comfy too huhu j think is very worth its price"
"2460","love the mat esp the color super worth it "
"2461","ordered pink color but got purple with no notice from the seller material is nice and as described thick foam with bag and strap delivery time is within given time frame "
"2462","received the yoga mat and straps but missing mesh bag seller unable to provide mesh bag but gave minor compensation "
"2463","fast delivery not yet open my parcel"
"2464","just received today look as expected  looking forward to try"
"2465","is quite soft not really nonslip jus like it cos is wide enough but will not buy again"
"2466","item well received seems a little light have yet to try it"
"2467",""
"2468","quite happy with my mat i like the purple thick enough spongey hope it remains non slip if i sweat thanks "
"2469","omg i am very happy with my new yoga mat what you see is what you get thanks seller for this wonderful product gonna enjoy it "
"2470","i am a very happy customer haven‚t unwrapped it yet but it looks good quite thick with support and i love the colour much better purchase than the previous mat i ordered from another shop which was easily torn "
"2471","quality not bad will buy again "
"2472","item well received the material is good there‚s no rubber smell thank you seller "
"2473","light weight mat and quite thin good to come with net bag"
"2474","nice and i just try"
"2475","item received in good packaging hope its as god as advertised "
"2476","item was almost a single bed size mattress received with good condition n it was thick"
"2477","smell of the mat is super strong can faint"
"2478","the mat is thick wide and comfortable but please note under surface is smooth so you need a carpet or another rough rug below  "
"2479","received with good condition "
"2480","received in good condition and fast delivery "
"2481","not too bad but no grip on the floor"
"2482","not really good quality not non slip "
"2483","like the thickness and support the yoga mat provides to support my back it has some odour and needs to air "
"2484","thanks seller received item in good condition feels great and love the color item also came with  rubber straps good "
"2485","bought for wife it is thick she like it "
"2486","fast delivery and good quality mats the mat is soft as the rubbery smell not as strong as i expected it to be it even comes with a bag and  elastic bands for the mats worth the price satisfied with the purchase will definitely recommend getting from this shop "
"2487","doesnt come with any mesh bag just  rubber bands measured the width and is only ard mmnot mm as advertised but for the price i guess is still worth it"
"2488","prompt delivery quality is not bad a little soft though and it comes with a bag"
"2489","comes with a holder bag for the mat quality exactly as described in the photos delivery is quite speedy considering the fact that it was shipped from china thanks "
"2490","second time buying delivery was prompt and item came in good condition"
"2491","ok first time ordered very soft not bad"
"2492","the thickness and the size is great however it is no adhesive enough during workout and yoga the mat will shift place thou it is really very comfortable compare to regular yoga mat but adhensiveness is off"
"2493","very happy with purchase good buy for this price "
"2494","mat come in good order "
"2495","items received in good condition  fast very cool  good quality too my daughter loves it so much thank you so much "
"2496","bought  yoga mats very good in terms of thickness and the mats came in good condition without any scratches and dent cheaper than those selling in shops worth to buy "
"2497","product received in ok quality have a few cuts here and there probably due to poor packaging and delivery took very long more than  weeks  "
"2498","good thickness delivery quite long but finally hsbc delivered by roadbull good thickness and comes with a huge mesh bag that i can also put towel in it "
"2499","mm only mm™™ "
"2500","didn‚t expect quick delivery within a week received in good condition only slight dent due to the firm strap used around the mat for delivery thickness and length is just nice already used for my workout and it was worth it "
"2501","good quality  "
"2502","hmmm quite a strong smell initially but   fine after airing"
"2503","great purchase no regrets no issues when delivered as well only that the delivery was given to me at pm apart from that everything looks amazing  will recommend"
"2504","ordered on  june and received it today mat is very soft has some chemical smell but shouldn‚t be a problem after a few days has a few scratches which not a big deal for me has rubber bands to hold the mat and a carrier haven‚t tried working out so not sure about the non slip but so far so good"
"2505","great delivery man "
"2506","ok my fat ass wanted to buy this to workout but im just too lazy but i guess the thickness and length is just nice for me to nua on it"
"2507","love the baby pink mat"
"2508","good product delivery took some time but it is understandable because of the situation thanks"
"2509","strange the purple is taller than the pink its supposed to be the same size"
"2510","item received in good condition yet to try but material looks ok "
"2511","well received good size thick "
"2512","item received in good condition however it is not entirely antislip after some intense workout"
"2513","took less than  weeks to arrive thank you seller  mat arrived well packed but probably due to the thickness and packing the edges of the mat was a little compressed mat may be a little slippery as the reverse side is smooth overall still a good buy given the size thickness and carrier"
"2514","product is really good its not slippery and it doesnt not move when working out its a little smelly when arrived and had to be air dried"
"2515","late delivery worth buying"
"2516","finally   here i put a request to cancel but seller already courier out so i decided to accept it quality is good light weight compare to the mm thin mat and given  free black band to hold it after you roll up "
"2517","thick and comfortable fast delivery too"
"2518","product just as it is shown very big very happy with the size nice color too however when i do high impact exercise on it the rubber tear a little  but overall not that bad thou   difficult to keep due to the bulky size but i use it as playing mat for daughter when i am not use using it"
"2519","thickness is about mm not mm width is slightly less than cm  it comes with a carrying case and two rubber straps "
"2520","yoga mat received thanks seller yoga mat come with bag and holder very nice"
"2521","quality is okay  waiting time is a little long due to covid  situation however everything is good worth the price i guess "
"2522","item received after  weeks item as advertised thick and good quite bulky so not as easy to keep in the bag the bag has a torn portion as shown in the picture"
"2523","came with the bag and  x rubber band  length is suitable but looks fragile like its gonna break easily just try to handle with care and see how it goes otherwiseits great for this price that comes with a bag which other stores charge an additional price for it"
"2524","it looks bigger than what i expectedmaybe because i never measured myself the material is soft and   not that bad given a bag to roll it up too "
"2525","received  days after order comes w  black elastic ties to secure rolled up mat a black drawstring bag to store gd quality despite a few scratch marks which will eventually happen anyway new mat smell got better after airing new mat is slippery so wipe surface thoroughly before use "
"2526","item received in good condition material slightly soft but acceptable for a price like that"
"2527","other den that is ok"
"2528","this is huge had a difficult time keeping it after i opened it but it is comfortable hopefully it is good for my hiit"
"2529","no anti slip i kept slippingmaterial also too hard and it might hurt posture quite painful on my head when i lie down"
"2530","love the colour of the yoga mat better than watsons mats in terms of price colour if its thicker would be the best "
"2531","item received in good condition yoga mat is thick however   a bit slippery for intense workout "
"2532","has a super strong rubbery smell hope it goes away after a few uses "
"2533","very slippery underside but good cushioning and support "
"2534","decent delivery time overall good quality as expected for the price "
"2535","quality soso only"
"2536","nice"
"2537","received items in good condition not yet to try think   worthwhile to buy the bigger size than the small ones if don‚t have carry it around"
"2538","received in good condition will use it for home exercises "
"2539","  thick and light pink as shown in pictures "
"2540","material is light and soft and does not absorb sweatwater which is good but can be slippery the underside of the mat is slippery as well but for this price you cannot complain much"
"2541","good for workout quite thick and reasonable size and good price for this size "
"2542","thickness ok but many ‚dents‚ marks on the mat"
"2543","received my mat today  delivery was timely good buy thanks "
"2544","ordered  june received  june  due to the wrapping the  mat was torn as shown in pictures  mat is narrow and long but acceptable for the price as it comes with bag and  tightening straps havent tried it out so cant comment if is a non slip mat thickness is fine for me "
"2545","the mat comes in full size version mm thick "
"2546","came w  of that black bands and the mat bag quite good accessories but still slippery on my floor just dun do too high intensity can liao"
"2547","thicker than mm slightly softer than expected but it provides good cushion for knees slight odour thanks "
"2548","thick and soft though the rubber smell very strong even after a week "
"2549","received in  days time item in good condition come with carrier and a pair of rubber bands for the mat the thickness is around mm less thanmm though   "
"2550","looks alright  hopefully can withstand pressure and nonslip thanks"
"2551","good size and good thickness color is pretty too not much smell recommended "
"2552","parcel received but there is a knife cut on the mat "
"2553","thanks for the mat  quite fast shipping for covid and so far no issue"
"2554","ordered mm but actual is mm material is like styrofoam hopefully can last but the pink is pretty "
"2555","so thick will reccomemd delivery was quite fast as well "
"2556","very fast delivery but   not anti slip so this is the disappointing part but the thick version really has alot of cushion to support workout so that it doesn‚t hurt your joints or back "
"2557","took about one week to deliver yet to try  "
"2558","item came in well packed with bag it feel soft and it comfortable will buy again if need "
"2559","good quality n like it  recommended "
"2560","less than mm but material is not too bad took about  days to receive"
"2561","will buy again"
"2562","received in good condition bought the mm and   comfortable to lie on but it has abit of smelly smell to it "
"2563","received items in good condition delivery took awhile but acceptable due to the current condition comes with the bag to store the mat as well as a strap in there to strap the mat upon opening from the plastic wrapping"
"2564","product is as mention but quality is a little bit disappointing its foamlike "
"2565","st time buy a yoga mat so not sure if it is good for me it is alright"
"2566",""
"2567","the thickness is around mm to mm instead of mm as described nonetheless the overall quality is commendable and the delivery was quick within a week "
"2568","the mat is pretty long and its quite comfy its not really nonslip as it will still move especially when i do burpees and mountain climbers comes with a cover which is a plus for me"
"2569","product all seems good"
"2570","did know its so big not convenient to bring out if not driving but its very useful at home during covid delivery was super fast less than a weekexceed expectation considering its fr china and during covid  time item came in very well love it"
"2571","item received nice light pink not very thick but color is nice "
"2572","received in  days good thick and wide just nice for big size guy like me"
"2573","fast delivery and good quality affordable and reasonable pricing "
"2574","dont think its mm around mm only felt a bit cheated and waited so long "
"2575","the smell quite strong but so far ok  the material very soft"
"2576","super love the product delivery time was within expectation and i love the thickness its like a thick foam so some linesdents are expected but its within tolerance tried doing planks on it and my elbows doesnt hurt bigger and thicker than usual mat happy with my purchase n may buy another "
"2577","soft and comfortable come with straps and mesh bag item ordered on  may  and delivered on  june  from china overall satisfied with the quality of the product and delivery time "
"2578","thick mat but it was easily scratched seems to tear quite fast "
"2579","colour true to picture and delivery was earlier than the expected date took around  week"
"2580","well packed and mat has no rubber smell yet to use so can‚t comment further overall fast delivery good quality and reasonable price"
"2581","item received slowly  the review from other buyers are true  good item cheapest price among other sellers"
"2582","the yoga mat arrived super quickly considering it was shipped from overseas the price point is really good and really super worth for the price paid bought it for my mum so not sure if she thinks that   good or not but   really cheap  edit my mum said it was slippery"
"2583","received in good condition this is the difference between the big  small one  bought the big one for biggersized people smaller one is just nice for girls up to about cm otherwise it might feel short and the width is okay as well if your shoulders are not too broad nice to workout on"
"2584","delivery is fast quality is not bad for its price comfortable as well not too thin either"
"2585","order received very satisfied with the purchase the mat is thick as expected  "
"2586","colour true to pictures mat is quite lightweight antislip can be better but nth much to complain about for the price received in about  seeks time"
"2587","  good quality mat and is thick enough for exercise s would probably buy again in the future if required thank you so much"
"2588","arrived earlier than expected has binder and bag wellpacakaged and worth your money thank you seller"
"2589","good buy thick worth to get estimated  weeks of delivery"
"2590",""
"2591","ordered on  may mat arrived on  jun i think the delivery time is still acceptable given   circuit breaker phase  now item received as described "
"2592","received in good condition quite long more than enough "
"2593","item received with good packaging and it is thick and comfortable  recommended to buy from this seller"
"2594","i love the color the color is so pretty i tried doing mountain climbers the mat is slippery but it works "
"2595","good quality pay what u got  worthy "
"2596","received within a week thick good buy cheapest in shopee"
"2597","received the item yesterdaynice color and overall the quality is good as well"
"2598","very happy to receive this during cb  good buy and good deal too"
"2599","received"
"2600","colour is so pretty mat is lightweight and thick thanks  "
"2601","value for money yoga mat with yoga bag  stripe"
"2602","big mat good quality foam and thickness no smell delivery took  weeks"
"2603","product looks good come with the carrier the colour is nice too"
"2604","material is soft came with elastic bands and bag to store the yoga mat will buy again if this mat spoils "
"2605","arrived in  weeks so   quite fast the material is good as well"
"2606","very fast delivery considering its from china super love the pastel colours so pretty quality and thickness are good best buy comes with bag and strap highly recommended"
"2607","item receive use once and it broke not good for cardio exercise slippery and when you exercise sound of the yoga mat is awful slide as  well"
"2608","item was well packaged thick and soft very comfortable to use there is a slight smell on the material but guess its normal "
"2609","received in good condition after  weeks happy with the purchase "
"2610","delivered to doorsteps professional packing received in good order "
"2611","item received in good condition "
"2612","items received and well protected work as describedwill go for second purchasedthanks"
"2613","item received soft and thick maybe suit for normal exercise but not really suit for those lunges or jumping jack mat soft but not solid surface slippery when doing lunges or plank "
"2614","perfect "
"2615","mat is good becase ot is a met becayse its good so i wont fall when i try to fallgood matttttt "
"2616","good for a general workout but not so good for burpees as the mat would move around "
"2617","items take about  weeks to arrive but thats okay i can wait  love it "
"2618","very good quality quite thick no pains to the back and very good for abs exercise"
"2619","the material is like memory foam but pretty easy to tears"
"2620","very pleased with the item not bad quality mat  i think the delivery is also quite acceptable during this covid  ph season"
"2621","quality not bad given the price"
"2622","delivery time was acceptable with current situation reasonably priced and quality of mat is decent "
"2623","very good i love it   so soft"
"2624","arrived and very thick and comfortable  "
"2625","ordered this   it arrived only  the delivery is probably affected by the covid lockdown the product itself is ok it doesn‚t slip as stated generally i think   a good price "
"2626","good quality however i ordered fuschia but it came in light pink"
"2627","love it nicely soft and thick  "
"2628","item as described took  days to deliver during circuit breaker in may  nice and thick"
"2629","delivery fast received abt  week good qualitycame with bagworth buying "
"2630","item well received"
"2631","product material is soft and comfortable delivery schedule was good as well and arrived well packed excellent service from seller very responsive to queries and very helpful too "
"2632","the yoga mat is well received  delivery takes about  days  but   expected during this cb period   items is good and value for the price  "
"2633","well received worth it "
"2634","hole was cut into the bag to fit in another product for delivery hahaha but other than that the mat is really thick and soft"
"2635","mat is slippery"
"2636","super value for money item was well packaged and does not have rubbery smell"
"2637","fast delivery packaged well the mat was thick as described to protect knees "
"2638","very good and very nice useful would recommend to the others "
"2639","ordered  items and arrived within  week but they didnt bubble pack the pedal rally and just enclose inside the mat  thus the mat has a tear at the side and the corners were wrinkled does have a slight plastic smell anyways will wash it and air it for  days as instructed before use"
"2640","item is big and thick there is a smell on mat other than that it fine"
"2641","nothing to shout about not for fussy buyer delivery was quick fast within  days seems ok "
"2642","great service mat is well received and the color os so pretty thanks seller"
"2643","received in good condition thank you"
"2644","the yoga mat came faster than i expected and even came with a yoga bag and  bands for me to loop around the yoga mat when   rolled up super thoughtful of the seller ‚Ô the pink colour is so pretty and i can‚t wait to use it   reasonably thick as well so thank you seller doesn‚t slide"
"2645","mat is good and no plastic smell delivery was quite fast "
"2646","great product good quality mat and fast delivery i like the product "
"2647","delivery took ard  weekthe mat is thick and comfy value for money"
"2648","item recieved"
"2649","this mat is thick and bigger than the usual yoga mat it is good for doing yoga but it is not suitable for doing exercise as the mat will move "
"2650","fast delivery and good packaging recommended "
"2651","quality is pretty good just took a long time to deliver note that the mm portion is from the bump to the bottom   not the overall thickness of the mat but   thick enough for normal use "
"2652","delivery took  days  quality of the mat is good will recommend it to my friends "
"2653","delivery took quite some time but overall very satisfied with what i received will definitely buy again"
"2654","super good quality  i rly rly love it  recommended for u guys to get it  mine came w no defects and the straps and a bag  thank u seller  also delievery was q fast despite covid "
"2655","delivery time acceptable few scratches but not bothered with it good purchase "
"2656","colour is definitely nothing like what is shown in the listings turned out to be darker than the baby pink images seller has put up overall quite disappointed with the colour cheap for its price though fairly soft with good cushioning hopefully this will last recommended only for its price‚"
"2657","light  soft yet thick good color is nice too"
"2658","the mat came in the correct colour and as shown in the descriptions ordered on th and came today good buy ‚∫Ô"
"2659","came with a bag  bands and bubblewrapped delivered very satisfied for the price paid"
"2660","finally is here"
"2661","super fast delivery at first it said it would only reach on the th of june but it came today satisfied with purchase and worth the money  it comes with a bag and elastic straps to bind the mat when   rolled up  and it does not slide on the floor good purchase"
"2662","good product and come with a bag alsothe mat is thick as advertised"
"2663","really thick and comfortable good best would recommend friends to get this "
"2664","well packed and i love the colour "
"2665","very satisfied recommended to buy the mat really soft and thick very happy with the quality lucky to buy cheap one pretty and good quality like the picture bravo seller"
"2666","very nicely packed such that no damage or marks on the mat however it is mm and not mm thick "
"2667","bought a purple mat very comfortable when using it extra padding protects knees and elbows very well it is also very affordable and super worth it very good would encourage people to buy it"
"2668","received the mat as shown good packing and comes with  straps and a bag color quite nice pink "
"2669","ordered the yoga mat on the may and received today the colour is nice and yet to use it"
"2670","good quality product would be quite challenging to fold and storedue to its dimensions "
"2671","well delivered but i wouldnt say the quality is good it is decent enough for the price i guess  edit feels slippery when walking on it might only be good for stable low gravity moves"
"2672","came in good condition with a bag thank you seller"
"2673","very nice color n material is soft mat is narrower than usual but its fine "
"2674","delivery took some time item was light came with the thickness and size that i wanted as it is meant for home use item was bubble wrapped to protect the mat there was also a sling bag to store the mat and two elastic bands to hold the mat in place"
"2675","big size and thick as described"
"2676","material super soft love it good quality and reasonable price too "
"2677","good quality and highly recommended"
"2678","good quality and fast delivered around  days item received in a good condition and packaging ‚Ô‚Ô‚Ô‚Ô‚Ôwill give  stars to this seller "
"2679","the purple colour is really pretty  comes with a mesh bag so i can bring it out with me for classes  thank you seller "
"2680","this mat is light weigh so does not stay flat on the floor  can slip when doing exercise as the mat may move please buy mat which is a bit heavy and stays flat on the floor"
"2681","product received in generally good condition very thick and comfortable to work out on a good buy indeed  "
"2682","good quality product "
"2683","happy with the mat not too thin the pink colour is nice no smell comes with the elastic bands and the netted bag too received in a little more than a week"
"2684","prompt delivery and item came in good condition "
"2685","received items in good condition nice color n thick which comfortable for knee just a little bit of slippery if hands too sweaty‚"
"2686","delivery quite slow happy with the purchase worth the money as its quite thick"
"2687","just received the item  item sent from china havent tried yet "
"2688","quality not bad "
"2689","delivery is acceptable good quality as the mat is very thick however i feel that   a bit slippery when there‚s sweat on the map overall i‚m happy with purchase thanks seller "
"2690","order came as shown in pictures quality still okay given the price paid good to have the bag and straps"
"2691","big enough and non slip if not too sweat  not bad"
"2692","strong pvc smell quality is so so only "
"2693","well received today love the pink color thickness is not as thick as what i thought but i think its okay delivery took quite long i think "
"2694","item is as described very happy with the item and price thanks "
"2695","thick enough to protexct my knees the color is exact same with the picture and the packaging was nice thank you"
